sentences,tokens,tags
"বিভিন্ন আলোকচিত্র ও ভিডিও ফুটেজে অভিযানে বেপরোয়া গুলিবর্ষণ, অসংখ্য লাশের ছড়াছড়ি, মৃতদেহের ওপর দিয়ে ভারী যানবাহন চালিয়ে দেওয়া এবং ট্রাকভর্তি লাশ সরিয়ে নেওয়ার নৃশংস দৃশ্যাবলি দেখে দেশবাসীর সঙ্গে আমরাও শিউরে উঠেছি। '","['বিভিন্ন', 'আলোকচিত্র', 'ও', 'ভিডিও', 'ফুটেজে', 'অভিযানে', 'বেপরোয়া', 'গুলিবর্ষণ', '<PUNCT>', 'অসংখ্য', 'লাশের', 'ছড়াছড়ি', '<PUNCT>', 'মৃতদেহের', 'ওপর', 'দিয়ে', 'ভারী', 'যানবাহন', 'চালিয়ে', 'দেওয়া', 'এবং', 'ট্রাকভর্তি', 'লাশ', 'সরিয়ে', 'নেওয়ার', 'নৃশংস', 'দৃশ্যাবলি', 'দেখে', 'দেশবাসীর', 'সঙ্গে', 'আমরাও', 'শিউরে', 'উঠেছি', '<PUNCT>', '<PUNCT>']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"বিবৃতিতে হেফাজতে ইসলামকে অরাজনৈতিক সংগঠন উল্লেখ করে বিএনপি বলেছে, 'হেফাজতের কিছু কিছু দাবির প্রতি বিএনপির সমর্থন থাকলেও অনেক দাবির সঙ্গে দ্বিমতও রয়েছে।","['বিবৃতিতে', 'হেফাজতে', 'ইসলামকে', 'অরাজনৈতিক', 'সংগঠন', 'উল্লেখ', 'করে', 'বিএনপি', 'বলেছে', '<PUNCT>', '<PUNCT>', 'হেফাজতের', 'কিছু', 'কিছু', 'দাবির', 'প্রতি', 'বিএনপির', 'সমর্থন', 'থাকলেও', 'অনেক', 'দাবির', 'সঙ্গে', 'দ্বিমতও', 'রয়েছে', '<PUNCT>']","['O', 'B-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
আমরা এই গণহত্যার বিষয়ে নিরপেক্ষ আন্তর্জাতিক তদন্তের আহ্বান জানাচ্ছি।,"['আমরা', 'এই', 'গণহত্যার', 'বিষয়ে', 'নিরপেক্ষ', 'আন্তর্জাতিক', 'তদন্তের', 'আহ্বান', 'জানাচ্ছি', '<PUNCT>']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
আমরা দলমত-নির্বিশেষে বাংলাদেশের জনগণকে প্রতিবাদ ও ন্যায়বিচারের দাবিতে শান্তিপূর্ণভাবে সোচ্চার হওয়ার আহ্বান জানাচ্ছি। ',"['আমরা', 'দলমত', '<PUNCT>', 'নির্বিশেষে', 'বাংলাদেশের', 'জনগণকে', 'প্রতিবাদ', 'ও', 'ন্যায়বিচারের', 'দাবিতে', 'শান্তিপূর্ণভাবে', 'সোচ্চার', 'হওয়ার', 'আহ্বান', 'জানাচ্ছি', '<PUNCT>', '<PUNCT>']","['O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"অর্থমন্ত্রী আবুল মাল আবদুল মুহিত বলেছেন, 'গত রোববার যে লুটপাট হয়েছে, দেশে আগে কখনো এমন হয়নি।","['অর্থমন্ত্রী', 'আবুল', 'মাল', 'আবদুল', 'মুহিত', 'বলেছেন', '<PUNCT>', '<PUNCT>', 'গত', 'রোববার', 'যে', 'লুটপাট', 'হয়েছে', '<PUNCT>', 'দেশে', 'আগে', 'কখনো', 'এমন', 'হয়নি', '<PUNCT>']","['O', 'B-PER', 'I-PER', 'I-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"ব্যক্তিগত কাউকে নয়, রাষ্ট্র বা দেশকে ধ্বংস করতেই তারা এটা করেছে।","['ব্যক্তিগত', 'কাউকে', 'নয়', '<PUNCT>', 'রাষ্ট্র', 'বা', 'দেশকে', 'ধ্বংস', 'করতেই', 'তারা', 'এটা', 'করেছে', '<PUNCT>']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
আর এতে ইন্ধন জুগিয়েছে একশ্রেণীর বুদ্ধিজীবী।,"['আর', 'এতে', 'ইন্ধন', 'জুগিয়েছে', 'একশ্রেণীর', 'বুদ্ধিজীবী', '<PUNCT>']","['O', 'O', 'O', 'O', 'O', 'O', 'O']"
তারা রাষ্ট্রবিরোধী শক্তি।,"['তারা', 'রাষ্ট্রবিরোধী', 'শক্তি', '<PUNCT>']","['O', 'O', 'O', 'O']"
"আপনারা জানেন তারা কারা, তারা জামায়াত-শিবির।","['আপনারা', 'জানেন', 'তারা', 'কারা', '<PUNCT>', 'তারা', 'জামায়াত', '<PUNCT>', 'শিবির', '<PUNCT>']","['O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'O']"
তাদের সঙ্গে খালেদা জিয়াও আছেন।,"['তাদের', 'সঙ্গে', 'খালেদা', 'জিয়াও', 'আছেন', '<PUNCT>']","['O', 'O', 'B-PER', 'I-PER', 'O', 'O']"
এদের সবার পাইকারি জরিমানা বা শাস্তি হওয়া উচিত।,"['এদের', 'সবার', 'পাইকারি', 'জরিমানা', 'বা', 'শাস্তি', 'হওয়া', 'উচিত', '<PUNCT>']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"ধ্বংসের দায়িত্ব নিতে হবে খালেদা জিয়া, জামায়াত-শিবির এবং হেফাজতে ইসলামকে। '","['ধ্বংসের', 'দায়িত্ব', 'নিতে', 'হবে', 'খালেদা', 'জিয়া', '<PUNCT>', 'জামায়াত', '<PUNCT>', 'শিবির', 'এবং', 'হেফাজতে', 'ইসলামকে', '<PUNCT>', '<PUNCT>']","['O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'O', 'B-ORG', 'I-ORG', 'O', 'O']"
গত রোববার পল্টনে হাউস বিল্ডিং ফাইন্যান্স করপোরেশন ভবনে আগুন দেন হেফাজতে ইসলাম বাংলাদেশের কর্মী-সমর্থকেরা।,"['গত', 'রোববার', 'পল্টনে', 'হাউস', 'বিল্ডিং', 'ফাইন্যান্স', 'করপোরেশন', 'ভবনে', 'আগুন', 'দেন', 'হেফাজতে', 'ইসলাম', 'বাংলাদেশের', 'কর্মী', '<PUNCT>', 'সমর্থকেরা', '<PUNCT>']","['O', 'O', 'B-LOC', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'O', 'O']"
ওই ভবন আজ মঙ্গলবার পরিদর্শনে যান অর্থমন্ত্রী।,"['ওই', 'ভবন', 'আজ', 'মঙ্গলবার', 'পরিদর্শনে', 'যান', 'অর্থমন্ত্রী', '<PUNCT>']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
পরিদর্শন শেষে তিনি সাংবাদিকদের সঙ্গে কথা বলেন।,"['পরিদর্শন', 'শেষে', 'তিনি', 'সাংবাদিকদের', 'সঙ্গে', 'কথা', 'বলেন', '<PUNCT>']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"সাংবাদিকদের এক প্রশ্নের জবাবে অর্থমন্ত্রী বলেন, বাণিজ্যিকভাবে গুরুত্বপূর্ণ মতিঝিল এলাকায় আর সমাবেশ করতে দেওয়া হবে না।","['সাংবাদিকদের', 'এক', 'প্রশ্নের', 'জবাবে', 'অর্থমন্ত্রী', 'বলেন', '<PUNCT>', 'বাণিজ্যিকভাবে', 'গুরুত্বপূর্ণ', 'মতিঝিল', 'এলাকায়', 'আর', 'সমাবেশ', 'করতে', 'দেওয়া', 'হবে', 'না', '<PUNCT>']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
গতকালের মন্ত্রিসভায় এ সিদ্ধান্ত নেওয়া হয়েছে বলে তিনি জানান।,"['গতকালের', 'মন্ত্রিসভায়', 'এ', 'সিদ্ধান্ত', 'নেওয়া', 'হয়েছে', 'বলে', 'তিনি', 'জানান', '<PUNCT>']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"এ সময় জনতা ব্যাংকের ব্যবস্থাপনা মহাপরিচালক (এমডি) এস এম আমিনুর রহমান, হাউস বিল্ডিং ফাইন্যান্স করপোরেশনের এমডি নুরুল আলম তালুকদার উপস্থিত ছিলেন।","['এ', 'সময়', 'জনতা', 'ব্যাংকের', 'ব্যবস্থাপনা', 'মহাপরিচালক', '<PUNCT>', 'এমডি', '<PUNCT>', 'এস', 'এম', 'আমিনুর', 'রহমান', '<PUNCT>', 'হাউস', 'বিল্ডিং', 'ফাইন্যান্স', 'করপোরেশনের', 'এমডি', 'নুরুল', 'আলম', 'তালুকদার', 'উপস্থিত', 'ছিলেন', '<PUNCT>']","['O', 'O', 'B-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'I-PER', 'I-PER', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O', 'B-PER', 'I-PER', 'I-PER', 'O', 'O', 'O']"
বিশ্বখ্যাত পদার্থবিজ্ঞানী স্টিফেন হকিং ইসরায়েলের একটি সম্মেলন বর্জনের সিদ্ধান্ত নিয়েছেন।,"['বিশ্বখ্যাত', 'পদার্থবিজ্ঞানী', 'স্টিফেন', 'হকিং', 'ইসরায়েলের', 'একটি', 'সম্মেলন', 'বর্জনের', 'সিদ্ধান্ত', 'নিয়েছেন', '<PUNCT>']","['O', 'O', 'B-PER', 'I-PER', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O']"
ফিলিস্তিনি ভূখণ্ডে ইসরায়েলি দখলদারির প্রতিবাদে তিনি ওই সিদ্ধান্ত নিয়েছেন।,"['ফিলিস্তিনি', 'ভূখণ্ডে', 'ইসরায়েলি', 'দখলদারির', 'প্রতিবাদে', 'তিনি', 'ওই', 'সিদ্ধান্ত', 'নিয়েছেন', '<PUNCT>']","['B-LOC', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
ইসরায়েলের প্রেসিডেন্ট শিমন পেরেজ এ সম্মেলন ডেকেছেন।,"['ইসরায়েলের', 'প্রেসিডেন্ট', 'শিমন', 'পেরেজ', 'এ', 'সম্মেলন', 'ডেকেছেন', '<PUNCT>']","['B-LOC', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O']"
যুক্তরাজ্যের ক্যামব্রিজ বিশ্ববিদ্যালয় কর্তৃপক্ষ গতকাল বুধবার হকিংয়ের সিদ্ধান্তের বিষয়টি জানিয়েছে।,"['যুক্তরাজ্যের', 'ক্যামব্রিজ', 'বিশ্ববিদ্যালয়', 'কর্তৃপক্ষ', 'গতকাল', 'বুধবার', 'হকিংয়ের', 'সিদ্ধান্তের', 'বিষয়টি', 'জানিয়েছে', '<PUNCT>']","['B-LOC', 'B-ORG', 'I-ORG', 'O', 'O', 'O', 'B-PER', 'O', 'O', 'O', 'O']"
হকিংয়ের সিদ্ধান্তের ব্যাপারে সম্মেলনের আয়োজকদের তাৎক্ষণিক প্রতিক্রিয়া জানা যায়নি।,"['হকিংয়ের', 'সিদ্ধান্তের', 'ব্যাপারে', 'সম্মেলনের', 'আয়োজকদের', 'তাৎক্ষণিক', 'প্রতিক্রিয়া', 'জানা', 'যায়নি', '<PUNCT>']","['B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
আগামী জুনে অনুষ্ঠেয় 'ফেসিং টুমরো' শীর্ষক সম্মেলনে যোগ দিতে স্টিফেন হকিং ইতিপূর্বে সম্মতি জানিয়েছিলেন।,"['আগামী', 'জুনে', 'অনুষ্ঠেয়', '<PUNCT>', 'ফেসিং', 'টুমরো', '<PUNCT>', 'শীর্ষক', 'সম্মেলনে', 'যোগ', 'দিতে', 'স্টিফেন', 'হকিং', 'ইতিপূর্বে', 'সম্মতি', 'জানিয়েছিলেন', '<PUNCT>']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O']"
নতুন সব ধারণা নিয়ে আলোচনা করতে সম্মেলনে কয়েক শ বিশিষ্ট আন্তর্জাতিক ব্যক্তিত্বের অংশগ্রহণের কথা রয়েছে।,"['নতুন', 'সব', 'ধারণা', 'নিয়ে', 'আলোচনা', 'করতে', 'সম্মেলনে', 'কয়েক', 'শ', 'বিশিষ্ট', 'আন্তর্জাতিক', 'ব্যক্তিত্বের', 'অংশগ্রহণের', 'কথা', 'রয়েছে', '<PUNCT>']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
চার সপ্তাহ আগে সম্মেলনে যোগ দেওয়ার ঘোষণা করেছিলেন হকিং।,"['চার', 'সপ্তাহ', 'আগে', 'সম্মেলনে', 'যোগ', 'দেওয়ার', 'ঘোষণা', 'করেছিলেন', 'হকিং', '<PUNCT>']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'O']"
